,keyword,title,author,rating,rating_NUM,review_NUM,summary
2334,machine learning,"Kunstliche Intelligenz: Einfuhrung in Machine Learning, Deep Learning, neuronale Netze, Robotik und Co.",Phillip Kuhlmann,1.5,2,1,"Kunstliche Intelligenz: Einfuhrung in Machine Learning, Deep Learning, neuronale Netze, Robotik und Co. Die Bedeutung der kunstlichen Intelligenz fur unsere Zukunft Wie funktioniert die Mensch-Computer-Interaktion? Werden Maschinen den Menschen bald komplett uberflussig machen? ""Ohne den Einsatz modernster Technik geht in vielen Bereichen heutzutage nichts mehr."
2335,machine learning,Machine Learning: A Quantitative Approach,Henry H Liu,0,0,0,"Machine learning is a newly-reinvigorated field. It promises to foster many technological advances that may improve the quality of our life significantly, from the use of latest, popular, high-gear gadgets such as smart phones, home devices, TVs, game consoles and even self-driving cars, and so on, to even more fun social and shopping experiences. Of course, for all of us"
2336,machine learning,A Machine-Learning Approach to Phishing Detection and Defense,"Iraj Sadegh Amiri, O.A. Akanbi, E. Fazeldehkordi",2.67,3,0,"Phishing is one of the most widely-perpetrated forms of cyber attack, used to gather sensitive information such as credit card numbers, bank account numbers, and user logins and passwords, as well as other information entered via a web site. The authors of A Machine-Learning Approach to Phishing Detetion and Defense have conducted research to demonstrate how a machine"
2337,machine learning,Fun Q: A Functional Introduction to Machine Learning in Q,Nick Psaris,0,0,0, 
2338,machine learning,"AI Crash Course: A fun and hands-on introduction to machine learning, reinforcement learning, deep learning, and artificial intelligence with Python",Hadelin de Ponteves,0,0,0, 
2339,machine learning,Machine Learning With R: Learn How to Use R to Apply Powerful Machine Learning Methods and Gain an Insight into Real-World Applications,Brett Lantz,3.33,3,0,"About the Book: Machine Learning With R: Learn How to Use R to Apply Powerful Machine Learning Methods and Gain an Insight into Real-World Applications Machine learning, at its core, is concerned with transforming data into actionable knowledge. This fact makes machine learning well-suited to the present-day era of ""big data"" and ""data science"". Given the growing"
2340,machine learning,Building Machine Learning Systems with Python Master,Willi Richert,4,4,0,"About The Book - Building Machine Learning Systems With Python, available in paperback, is a book written to cater to the needs of Python programmers who are new to machine learning. This book is meant for those who know Python already and are capable of installing and using open-source libraries.The book includes many algorithms, but the mathematics behind it is not"
2341,machine learning,Network Anomaly Detection: A Machine Learning Perspective,"Dhruba K. Bhattacharyya, Jugal Kumar Kalita",3.67,3,0,"With the rapid rise in the ubiquity and sophistication of Internet technology and the accompanying growth in the number of network attacks, network intrusion detection has become increasingly important. Anomaly-based network intrusion detection refers to finding exceptional or nonconforming patterns in network traffic data compared to normal behavior. Finding these"
2342,machine learning,"Machine Learning for Beginners: A History, A Basic Outline, And The Moral Quandary It Presents To Humankind",Alec Gilliam,2.67,3,1,"Machine Learning Machine learning is the ability of artificial intelligence to learn and adapt without being explicitly programmed to perform a pre-prescribed outcome. It is a machines ability to act on its own, to learn. Many forms of artificial intelligence use a wide variety of tactics to employ this, including pattern recognition and"
2343,machine learning,Hands-On Ensemble Learning with Python: Build highly optimized ensemble machine learning models using scikit-learn and Keras,"George Kyriakides, Konstantinos G. Margaritis",3,2,0,"Combine popular machine learning techniques to create ensemble models using Python Key Features Implement ensemble models using algorithms such as random forests and AdaBoost Apply boosting, bagging, and stacking ensemble methods to improve the prediction accuracy of your model Explore real-world data sets and practical examples coded in scikit-learn and Keras Book"
2344,machine learning,"Machine Learning: The Ultimate Beginners Guide to Efficiently Learn and Understand Machine Learning, Artificial Neural Network and Data Mining From Beginners to Expert Concepts",Denny Novikov,1,1,0,"¡Ú¡Ú Buy the Paperback Version of this Book and get the Kindle Book version for FREE ¡Ú¡Ú Are you thinking that as much as we want to look for logical frameworks for intelligence, there is no certainty or scientific proof that intelligence is as structured as we believe it to be?As in the evolutionary process, where chaos and order wisely coexist, I see a research gap"
2345,machine learning,Self-Evolvable Systems: Machine Learning in Social Media,Octavian Iordache,3.5,2,0,"This book presents key methods to successfully manage the growing complexity of systems where conventional engineering and scientific methodologies and technologies based on learning and adaptability come to their limits and new ways are required."""
2346,machine learning,"Machine Learning: Concepts, Methodologies, Tools and Applications",Information Resources Management Association,3.6,5,0,"Statistics, psychology, and computer science are major influences in machine learning research. This exciting interdisciplinary science is a crucial component in many cutting-edge systems and business processes. Innovations in machine learning stand to change financial markets and uncover mysteries inherent in human learning. Machine Learning: Concepts, Methodologies,"
2347,machine learning,"Machine Learning for Spatial Environmental Data: Theory, Applications, and Software (Environmental Sciences: Environmental Engineering)","Mikhail Kanevski, Vadim Timonin, Alexi Pozdnukhov",3.67,3,0,"This book discusses machine learning algorithms, such as artificial neural networks of different architectures, statistical learning theory, and Support Vector Machines used for the classification and mapping of spatially distributed data. It presents basic geostatistical algorithms as well. The authors describe new trends in machine learning and their application to"
2348,machine learning,Mastering Java Machine Learning: A Java developer's guide to implementing machine learning and big data architectures,"Dr. Uday Kamath, Krishna Choppella",0,0,0,"Become an advanced practitioner with this progressive set of master classes on application-oriented machine learning Key Features Comprehensive coverage of key topics in machine learning with an emphasis on both the theoretical and practical aspects More than 15 open source Java tools in a wide range of techniques, with code and practical usage. More than 10 real-world"
2349,machine learning,"Machine Learning: A Simple, Concise & Complete Introduction to Machine Learning for Beginners (Contains 2 Texts: Machine Learning for Beginners and Machine Learning for Absolute Beginners)",Jennifer Grange,4,1,0,"Do you understand the difference between supervised and unsupervised learning algorithms? Is machine learning something that will affect you at work in the near future? Would you like to be able to learn about this quickly, in a simple and concise way? There is a growing number of people who are seeking to understand neural networks and what powers them up. Some of the"
2350,machine learning,Machine Learning with TensorFlow 1.x: Second generation machine learning with Google's brainchild - TensorFlow 1.x,"Quan Hua, Shams Ul Azeem, Saif Ahmed",0,0,0, 
2351,machine learning,Python Machine Learning: Beginner¡¯s guide to get you started with Machine Learning and Deep Learning with Python,Scott Harvey,5,1,0,"Read for FREE with Kindle Unlimited! Python Machine Learning:Beginners guide to get you started with Machine Learning and Deep Learning with Python Do you want to learn about Python Machine Learning? D¬Ñt¬Ñ i<U+0455> th¬Ö n¬Öw ¬àil ¬Ñnd M¬Ñ¬ãhin¬Ö L¬Ö¬Ñrning i<U+0455> a ¬â¬àw¬Örful ¬ã¬àn¬ã¬Ö¬ât ¬Ñnd fr¬Ñm¬Öw¬àrk f¬àr m¬Ñking th¬Ö b¬Ö<U+0455>t ¬àut ¬àf it. In thi<U+0455> ¬Ñg¬Ö ¬àf ¬Ñut¬àm¬Ñti¬àn ¬Ñnd int¬Öllig¬Önt <U+0455>¬å<U+0455>t¬Öm<U+0455>, it i<U+0455> h¬Ñrdl¬å"
2352,machine learning,Python Machine Learning: Ultimate Hands-On Beginner's Guide to Machine Learning in Python,Leonard Lee,0,0,0,"Complete beginners guide to Machine Learning in Python Machine learning has been a disruptive force in the world of software, and today it is being driven even further with deep learning Want to get up to speed fast? Completely up to date, this guide to Python Machine Learning includes a detailed treatment of the popular TensorFlow deep learning library, scikit-learn,"
2353,machine learning,Machine Learning and Robot Perception (Studies in Computational Intelligence),"Bruno Apolloni, Ashish Ghosh, Ferda Alpaslan, Lakhmi C. Jain, Srikanta Patnaik",3,3,0,"This book presents some of the most recent research results in the area of machine learning and robot perception. The chapters represent new ways of solving real-world problems. The book covers topics such as intelligent object detection, foveated vision systems, online learning paradigms, reinforcement learning for a mobile robot, object tracking and motion estimation, 3D"
2354,machine learning,Data Science in the Cloud with Microsoft Azure Machine Learning and Python,Stephen F. Elston,3,3,0,"Take time to explore Microsofts Azure machine learning platform, Azure MLa production environment that simplifies the development and deployment of machine learning models. In this OReilly report, Stephen Elston from Quantia Analytics uses a complete data science example (forecasting hourly demand for a bicycle rental system) to show you how to manipulate data, construct"
2355,machine learning,python data analytics: how to learn data science and use machine learning introduction to deep learning to master python for beginners,tony f. charles,0,0,0,"Do you want to enter into the new world of Python data science as a beginner in an efficient and effective way? Do you want to master Python programming language basic syntax, functions and library handling techniques with an ultimate guide book? Do you want to learn algorithms in a faster way? Machine learning and Data Science theories provide simple and"
2356,machine learning,"Python for Beginners: Start Right Now to Learn Computer Programming with the Best Crash Course. Improve your Skills with Machine Learning, Data Analysis and Data Science",Ben Chan,0,0,0,"Discover the Step-by-Step Python Guide (That ANYONE Can Follow) Python: It's Not as Difficult as You Think Python for Beginners lays out the foundation to get started with Computer Programming with solid information, so you can learn with confidence even if you are new to Python.Here you will find: Learn all about Python- What is behind it? Find out the Basics of Python"
2357,machine learning,A tu per tu col Machine Learning: L¡¯incredibile viaggio di un developer nel favoloso mondo della Data Science,Alessandro Cucci,5,1,1,"La gente si preoccupa del fatto che i computer diventeranno troppo intelligenti, che finiranno per conquistare il mondo. Il vero problema e che i computer sono entita troppo stupide, e il mondo lhanno gia conquistato. - Pedro Domingos Una storia ad alta tecnologia tra la via Emilia e il Web. Un'iniziazione fatta di codici, reti, algoritmi e notti in bianco. La passione e"
2358,machine learning,Machine Learning: A Guide For Beginners,Kevin Spencer,3,4,0,Machine Learning A Guide For Beginners Want to become a data scientist or machine learning expert?This guide will equip you with all necessary knowledge required to start your journey into data science and machine learning. This book contains: Difference between data science and data analytics Skills and mindset required for data science The definition of machine
2359,machine learning,"Python Programming: Ultimate Beginners Guide on The Language We Use For Machine Learning, Automation and Programming",Bruce Rogers,4,3,0,"Discover Python and Why Its The Future of Programming in Only 24 hours How would you feel if you were working at the forefront of emerging technologies that could potentially change the world, and revolutionize the way we think of processing and automation? Imagine the job you would have if you were among the top professionals in this world that understood how to develop"
2360,machine learning,Maciunas' Learning Machines: From Art History to a Chronology of Fluxus,Astrit Schmidt-Burkhardt,5,1,0,This second edition of diagrammatic work by Fluxus founder George Maciunas is a fascinating insight into one of the 1960s' most colorful cultural movements and includes dozens of maps interpreting Russian history that show the scope of his lateral thinking.
2361,machine learning,Machine Learning: Guide for Beginners with R/Python/Scala,Thomas Farth,4.5,2,0,"Are you thinking of learning more about Machine Learning? (For Beginners) You will learn: Machine Learning Engineers earn on average $166,000 - become an ideal candidate withthis course! Master Machine Learning on Python, R &Scala Have a great intuition of many Machine Learning models Mathematical Foundation: Linear Algebra, Multivariate Calculus & Probability"
2362,machine learning,Machine Learning For Beginners (2 Book Series),Oliver Theobald,5,1,0,"From Book 1: Featured by Tableau as the first of ""7 Books About Machine Learning for Beginners."" Ready to spin up a virtual GPU instance and smash through petabytes of data? Want to add 'Machine Learning' to your LinkedIn profile? Well, hold on there... Before you embark on your epic journey into the world of machine learning, there is some high-level theory and"
2363,machine learning,Machine Learning for Business: Using Amazon SageMaker and Jupyter,"Doug Hudgeon, Richard Nichol",4,3,1,Summary Imagine predicting which customers are thinking about switching to a competitor or flagging potential process failures before they happen Think about the benefits of forecasting tedious business processes and back-office tasks Envision quickly gauging customer sentiment from social media content (even large volumes of it). Consider the competitive advantage of
2364,machine learning,"python programming for beginners: The simplified beginner¡¯s guide to learn basics Python computer language, coding project, data science, data analytics and learn machine learning. Exercises inside.",Matthew Python,3.5,2,0,"The truth is: Python is a powerful programming language, serving a large number of purposes. It has been created by Guido van Rossum. Python is a very simple programming language, with easy syntaxes. It is a very good programming language for beginners, especially for those who are interested to learn computer programming for the very first time. Python is a"
2365,machine learning,Computational Complexity of Machine Learning,Michael J. Kearns,4,1,0,"""The Computational Complexity of Machine Learning"" is a mathematical study of the possibilities for efficient learning by computers. It works within recently introduced models for machine inference that are based on the theory of computational complexity and that place an explicit emphasis on efficient and general algorithms for learning.Theorems are presented that help"
2366,machine learning,"Machine Learning in Quantitative Finance: History, Theory, and Applications",William McGhee,0,0,0,"Written by a senior and well-known member of the Quantitative Finance community who currently runs a research group at a major investment bank, the book will demonstrate the use of machine learning techniques to tackle traditional data science type problems - time-series analysis and the prediction of realised volatility but will also look at novel applications. For"
2367,machine learning,Advanced Machine Learning with R: Tackle data analytics and machine learning challenges and build complex applications with R 3.5,"Cory Lesmeister, Dr. Sunil Kumar Chinnamgari",5,1,0, 
2368,machine learning,Machine Learning With Python: 3 books in 1: Hands-On Learning for Beginners+An in-Depth Guide Beyond the Basics+A Practical Guide for Experts,Travis Booth,0,0,0,"Your Ultimate guide to Machine Learning With Python Machine learning is the hottest new field but it isn't exactly easy to jump right in and start creating intelligent systems. There is the heavy jargon and math to deal with, not to mention the structure of Python itself which makes it difficult to learn things the right way.Well, don't give up just yet! Machine"
2369,machine learning,"PYTHON PROGRAMMING: Advanced Python Applications and Features: Object-Oriented Programming, Data Analysis, Artificial Intelligence and Machine Learning with Python",CODING ACADEMY,1,1,1,"Are you interested in learning more about your industry and your competition? Would you like to reduce the level and amount of risk you undertake, while still increasing your profits? Have you had an interest in data science, but you arent quite sure how to work with it? Then this is the guidebook for you! In this guidebook, we are going to explore how we are able"
2370,machine learning,"Big Data and Artificial Intelligence: Complete Guide to Data Science, AI, Big Data and Machine Learning.",Hans Weber,0,0,0, 
2371,machine learning,An Introduction to Support Vector Machines and Other Kernel-Based Learning Methods,"Nello Cristianini, John Shawe-Taylor",4.06,54,3,"This is the first comprehensive introduction to Support Vector Machines (SVMs), a new generation learning system based on recent advances in statistical learning theory. Students will find the book both stimulating and accessible, while practitioners will be guided smoothly through the material required for a good grasp of the theory and its applications. The concepts are"
2372,machine learning,Machine learning: proceedings of the sixteenth international conference (ICML '99),"Ivan Bratko, ICML",0,0,0,"The Sixteenth International Conference on Machine Learning (ICML-99) was held June 27-30, 1999 in Bled, Slovenia. It was co-located with the Ninth International Workshop on Inductive Logic Programming (ILP-99). These are the papers from this conference covering topics on empirical, theoretical, and cognitive-modelling research in all areas of machine learning."
2373,machine learning,"Python : The Ultimate Quickstart Guide - Intermediate Course Guide - Design Patterns: (Hands on Projects, Machine Learning, Learn Coding Fast, Learning Code, Database)",Mark Zacks,0,0,0,"The one-stop book for understanding all of your Design Pattern needs is finally here! ¡Ú¡Ù¡Ú Read This Book for FREE with Kindle Unlimited Order Now! ¡Ú¡Ù¡Ú Prepare yourself to master the different design patterns of the programming world and learn to better deal with recurring problems with ease! Utilizing Mark Zacks Python- Design Patters, you will be able to open"
2374,machine learning,Machine Learning: Mastering The Basics: An In-Depth Look At Machine Learning,Fritz Matt,3,1,0,"An IN-DEPTH look BEYOND the basics. The basics of machine learning are everywhere. Depth in machine learning...ISN'T. Skills, mastery, or having an expertise requires depth. Learn the basics of machine learning needed as a beginner here, while simultaneously developing depth.The depth covered in this book will reach a beginner with ZERO knowledge of MACHINE LEARNING"
2375,machine learning,A Brief Introduction to Machine Learning for Engineers,Osvaldo Simeone,0,0,0,"This monograph aims at providing an introduction to keyconcepts, algorithms, and theoretical results in machine learning.The treatment concentrates on probabilistic modelsfor supervised and unsupervised learning problems. It introducesfundamental concepts and algorithms by buildingon first principles, while also exposing the reader to moreadvanced topics with extensive"
2376,machine learning,Adversarial Machine Learning (Synthesis Lectures on Artificial Intelligence and Machine Learning),"Yevgeniy Vorobeychik, Murat Kantarcioglu, Ronald Brachman",5,1,1, 
2377,machine learning,Machine Learning with Python: Advanced Guide in Machine Learning with Python,Paige Jacobs,0,0,0,"Learning is a crucial factor in intelligence. The realization of intelligent systems by computers, which are not programmed but trained, is the goal of Artificial Intelligence. Machine learning deals with the necessary methods and algorithms to provide artificial intelligence. These formulate different learning objectives, address diverse application areas, and make"
2378,machine learning,From Linear Models to Machine Learning,Norman Matloff,3.5,2,1, 
2379,machine learning,"Conformal Prediction for Reliable Machine Learning: Theory, Adaptations and Applications","Vineeth Balasubramanian, Shen-Shyang Ho, Vladimir Vovk",2,1,0,"The conformal predictions framework is a recent development in machine learning that can associate a reliable measure of confidence with a prediction in any real-world pattern recognition application, including risk-sensitive applications such as medical diagnosis, face recognition, and financial risk prediction. Conformal Predictions for Reliable Machine Learning: Theory,"
2380,machine learning,Artificial Intelligence: The Fundamentals of Artificial Intelligence and Machine Learning,Tim D. Washington,4,1,0,"What is Artificial Intelligence? Artificial intelligence is a system that tends to simulate intelligent behaviors into computer-controlled machines or digital computers. AI normally gives a machine the ability to carry out tasks that are associated with the intelligence of human beings like us. Some of these tasks include translating languages, decision-making, speech"
2381,machine learning,Introduction to Algorithms for Data Mining and Machine Learning,Xin-She Yang,5,1,0,"Introduction to Algorithms for Data Mining and Machine Learning introduces the essential ideas behind all key algorithms and techniques for data mining and machine learning, along with optimization techniques. Its strong formal mathematical approach, well selected examples, and practical software recommendations help readers develop confidence in their data modeling skills"
2382,machine learning,"Machine Learning with Python: The Ultimate Guide to Learn Machine Learning Algorithms. Includes a Useful Section about Analysis, Data Mining and Artificial Intelligence in Business Applications.",ML and AI Academy,0,0,0,Are you looking for a complete guide of machine learning and artificial intelligence? Then you have found just the book you need to understand and master the fundamentals of machine learning and artificial intelligence technology to kick-start your business and master the Python programming language to develop a winning machine-learning model. With the rise of the
2383,machine learning,Visual Object Recognition (Synthesis Lectures On Artificial Intelligence And Machine Learning),"Kristen Grauman, Bastian Leibe",4,2,0,"The visual recognition problem is central to computer vision research. From robotics to information retrieval, many desired applications demand the ability to identify and localize categories, places, and objects. This tutorial overviews computer vision algorithms for visual object recognition and image classification. We introduce primary representations and learning"
2384,machine learning,Machine Learning for Evolution Strategies,Oliver Kramer,0,0,0, 
2385,machine learning,Machine Learning in the Aws Cloud: Add Intelligence to Applications with Amazon Sagemaker and Amazon Rekognition,Abhishek Mishra,0,0,0,Put the power of AWS Cloud machine learning services to work in your business and commercial applications! Machine Learning in the AWS Cloud introduces readers to the machine learning (ML) capabilities of the Amazon Web Services ecosystem and provides practical examples to solve real-world regression and classification problems. While readers do not need prior ML
2386,machine learning,Mastering Machine Learning for Penetration Testing: Develop an extensive skill set to break self-learning systems using Python,Chiheb chebbi,0,0,0,"Become a master at penetration testing using machine learning with Python Key Features Identify ambiguities and breach intelligent security systems Perform unique cyber attacks to breach robust systems Learn to leverage machine learning algorithms Book Description Cyber security is crucial for both businesses and individuals. As systems are getting smarter, we now see"
2387,machine learning,Machine Learning with Microsoft Technologies: Selecting the Right Architecture and Tools for Your Project,Leila Etaati,2,1,1,"Know how to do machine learning with Microsoft technologies. This book teaches you to do predictive, descriptive, and prescriptive analyses with Microsoft Power BI, Azure Data Lake, SQL Server, Stream Analytics, Azure Databricks, HD Insight, and more.The ability to analyze massive amounts of real-time data and predict future behavior of an organization is critical to its"
2388,machine learning,Machine Learning Control <U+2013> Taming Nonlinear Dynamics and Turbulence (Fluid Mechanics and Its Applications),"Thomas Duriez, Steven Brunton, Bernd R. Noack",3,1,0,"This is the first textbook on a generally applicable control strategy for turbulence and other complex nonlinear systems. The approach of the book employs powerful methods of machine learning for optimal nonlinear control laws. This machine learning control (MLC) is motivated and detailed in Chapters 1 and 2. In Chapter 3, methods of linear control theory are reviewed. In"
2389,machine learning,Exam Ref 70-774 Perform Cloud Data Science with Azure Machine Learning,Paco Gonzalez,0,0,0,"Prepare for Microsoft Exam 70-774-and help demonstrate your real-world mastery of performing key data science activities with Azure Machine Learning services. Designed for experienced IT professionals ready to advance their status, Exam Ref focuses on the critical thinking and decision-making acumen needed for success at the MCSA level. Focus on the expertise measured by"
2390,machine learning,A Compendium of Machine Learning I: Symbolic Learning,"Garry Briscoe, Terry Caelli",4.33,3,0,"Machine learning is a relatively new branch of artificial intelligence. The field has undergone a significant period of growth in the 1990s, with many new areas of research and development being explored."
2391,machine learning,"Python for Data Science: 2 Books in 1. A Practical Beginner¡¯s Guide to learn Python Programming, introducing into Data Analytics, Machine Learning, Web Development, with Hands-on Projects",Erick Thompson,5,2,2, 
2392,machine learning,Machine Learning For Human Motion Analysis: Theory And Practice (Premier Reference Source),"Liang Wang, Li Cheng, Guoying Zhao",4,2,0,"""This book highlights the development of robust and effective vision-based motion understanding systems, addressing specific vision applications such as surveillance, sport event analysis, healthcare, video conferencing, and motion video indexing and retrieval""--Provided by publisher."
2393,machine learning,Mastering .Net Machine Learning,Jamie Dixon,5,1,0, 
2394,machine learning,Machine Learning: An Artificial Intelligence Approach (Volume I),"Ryszard S. Michalski, Jaime G. Carbonell, Tom M. Mitchell",5,1,0,Machine Learning: An Artificial Intelligence Approach contains tutorial overviews and research papers representative of trends in the area of machine learning as viewed from an artificial intelligence perspective. The book is organized into six parts. Part I provides an overview of machine learning and explains why machines should learn. Part II covers important issues
2395,machine learning,Artificial Intelligence and Machine Learning in Libraries (Library Technology Reports v.55 no.1),"Jason Griffey, Andromeda Yelton, Bohyun Kim, Craig Boman",4,2,0, 
2396,machine learning,Python Machine Learning Blueprints - Second Edition: Put your machine learning concepts to the test by developing real-world smart projects,Alexander Combs,0,0,0,"A project-based approach to mastering machine learning concepts by applying them to everyday problems using Python ecosystem Key Features Get to grips with Python's Machine Learning libraries such as scikit-learn, TensorFlow, and Keras Put machine learning key tasks and principles into practice to solve problems Learn to build projects on analytics, computer vision, and"
2397,machine learning,Learn PySpark: Build Python-based Machine Learning and Deep Learning Models,Pramod Singh,2,2,0,"Leverage machine and deep learning models to build applications on real-time data using PySpark. This book is perfect for those who want to learn to use this language to perform exploratory data analysis and solve an array of business challenges.You'll start by reviewing PySpark fundamentals, such as Sparks core architecture, and see how to use PySpark for big data"
2398,machine learning,"Icdsmla 2019: Proceedings of the 1st International Conference on Data Science, Machine Learning and Applications","Amit Kumar, Marcin Paprzycki, Vinit Kumar Gunjan",0,0,0,"This book gathers selected high-impact articles from the 1st International Conference on Data Science, Machine Learning & Applications 2019. It highlights the latest developments in the areas of Artificial Intelligence, Machine Learning, Soft Computing, Human-Computer Interaction and various data science & machine learning applications. It brings together"
2399,machine learning,The Intuition Behind the Application of Machine Learning in Marketing Analytics: Creative uses of ML in Digital Marketing,Mario Vinasco,0,0,0,"Artificial Intelligence (AI) has gained tremendous fame and attention during the past 5 years; there are plenty of books, conferences and online resources, and it has become overwhelming and difficult to separate the hype from practical insights.On one side, the math behind AI can be hard to follow; on the other, the hysteria claims that AI can flip presidential elections"
2400,machine learning,Machine Learning: A Theoretical Approach,Balas K. Natarajan,4,2,0,"This is the first comprehensive introduction to computational learning theory. The author's uniform presentation of fundamental results and their applications offers AI researchers a theoretical perspective on the problems they study. The book presents tools for the analysis of probabilistic models of learning, tools that crisply classify what is and is not efficiently"
2401,machine learning,"Python for Data Science: Master Data Analysis from Scratch, with Business Analytics Tools and Step-by-Step Exercises for Beginners. The Future of Machine Learning and Applied Artificial Intelligence",Daniel Howard,0,0,0,"Are you searching for the fastest way to become proficient in the fascinating world of data science? If you are a student or a professional looking for more technical skills, or if you are simply curious about the most updated techniques of data analysis and their powerful applications, then this is definitely the book for you. Learning all the required skills to"
2402,machine learning,Deep Learning: A Comprehensive Guide to Python Coding and Programming Machine Learning and Neural Networks for Data Analysis,Anthony Adams,5,1,0, 
2403,machine learning,Data Analysis and Machine Learning with Python for Absolute Beginners: Learn Data Analysis and build models with help of Excel and Python tools along with ... 4 in 1 Bookset (Data Analysis Demystified),Stanley Truck,3,1,1, 
2404,machine learning,Machine Learning with Swift: Artificial Intelligence for iOS,"Oleksandr Sosnovshchenko, Oleksandr Baiev",0,0,0, 
2405,machine learning,"Machine Learning, Neural And Statistical Classification: Artificial Intelligence","Himanshu Mishra, D. Michie, D.J. Spiegelhalter, C.C. Taylor",5,1,0,"The aim of this book is to provide an up-to-date review of different approaches to clas- sification, compare their performance on a wide range of challenging data-sets, and draw conclusions on their applicability to realistic industrial problems. Before describing the contents, we first need to define what we mean by classification, give some background to the different"
2406,machine learning,"Machine Learning: Step-by-Step Guide to Learning and Understanding Machine Learning Concepts, Technology and Principles",Thomas Olivarria,0,0,0,"Machine Learning: This book has been designed to help you gain an understanding of MACHINE LEARNING, ARTIFICIAL INTELLIGENCE and BIG DATA in a simple way. We will walk you step by step into the world of machine learning. You will have the opportunity to develop new skills and improve your understanding of this challenging yet lucrative sub-field of machine learning."
2407,machine learning,"Machine Intelligence: Demystifying Machine Learning, Neural Networks and Deep Learning",Suresh Samudrala,0,0,0,"Artificial intelligence and machine learning are considered as hot technologies of this century. As these technologies move from research labs to enterprise data centers, the need for skilled professionals is continuously on the rise. This book is intended for IT and business professionals looking to gain proficiency in these technologies but are turned off by the complex"
2408,machine learning,Hands-On Machine Learning with TensorFlow.js: A guide to building ML applications integrated with web technology using the TensorFlow.js library,Kai Sasaki,0,0,0,"Get hands-on with the browser-based JavaScript library for training and deploying machine learning models effectively Key Features Build, train and run machine learning models in the browser using TensorFlow.js Create smart web applications from scratch with the help of useful examples Use flexible and intuitive APIs from TensorFlow.js to understand how machine learning"
2409,machine learning,"PYTHON CRASH COURSE: Beginner guide to Computer Programming, Web Coding and Data Mining. Learn Machine Learning, Artificial Intelligence, NumPy and Pandas packages with exercises for data analysis.",Jason Test,4,3,0, 
2410,machine learning,"Machine Learning for Beginners: A Math Guide to Mastering Deep Learning and Business Application. Understand How Artificial Intelligence, Data Science, and Neural Networks Work Through Real Examples",Samuel Hack,0,0,0, 
2411,machine learning,MATLAB Machine Learning Recipes: A Problem-Solution Approach,"Michael Paluszek, Stephanie Thomas",0,0,0,Harness the power of MATLAB to resolve a wide range of machine learning challenges. This book provides a series of examples of technologies critical to machine learning. Each example solves a real-world problem. All code in MATLAB Machine Learning Recipes: A Problem-Solution Approach is executable. The toolbox that the code uses provides a complete set of functions needed
2412,machine learning,Machine Learning Algorithms & Markov Models: Supervised and Unsupervised Learning with Python & Data Science 2 Manuscripts in 1 Book,William Sullivan,1,1,1,"¡Ù¡Ú¡Ù2 Books in 1 ¡Ù¡Ú¡Ù Do not miss out on the bundle book offer! 300+ pages of valuable content What You'll Learn Book 1 Machine Learning You will learn the fundamentals of machine learning from algorithms, python, supervised and unsupervised learning. Concepts such as "" decision trees "" & ""random forest introduction"" are explained in detail and come with"
2413,machine learning,Get SH*T Done with PyTorch: Solve Real-World Machine Learning Problems with Deep Neural Networks in Python,Venelin Valkov,4,2,0, 
2414,machine learning,Building Products with Data: How to Make Machine Learning a Reality in Your Organization,Sean McClure,0,0,0,"Data-driven products for everything from fraud detection to dating apps that can predict, detect, connect, and explain facets of their environment are everywhere. If your organization is looking to investigate this market, Building Products with Data provides a conceptual overview of predictive apps, from their conceptual basics to the latest methods for building them."
2415,machine learning,Machine Learning With Python: An In-Depth Guide Beyond the Basics,Travis Booth,0,0,0,An in-depth guide to real world machine learning problems using python Are books on python either too basic or too advanced for you? Are you familiar with python for beginners but are intimidated by the math that comes with more advanced topics? Very few books bridge the gap in between. Are you looking for such a book?Machine Learning With Python: An In-Depth Guide
2416,machine learning,Artificial Intelligence: Machine Learning and Data Science in the 21st Century,Victor Servings,4.25,4,1,"Some things you will come across, as Ai sweeps all over the world and helps and threatens everyone at the same time: The very definition of artificial intelligence. Business opportunities that increase with the help of Ai. How machine learning ties into all of this. What neural networks are. Robotics and their role in society. The pros and cons of artificial intelligence."
2417,machine learning,Machine learning for dummies,"Luca Massaron, John Paul Mueller",5,1,0,"l machine learning facile! Il machine learning, per quanto possa sembrare un argomento complesso, e un nuovo modo per insegnare al computer a svolgere tutta una serie di compiti utili e importanti. Il rilevamento di frodi, gli annunci in tempo reale su pagine web, lautomazione e il filtraggio dello spam via e-mail e lutilizzo delle reti neurali per lelaborazione di"
2418,machine learning,Python Machine Learning Case Studies: Five Case Studies for the Data Scientist,Danish Haroon,3,3,0,Embrace machine learning approaches and Python to enable automatic rendering of rich insights and solve business problems. The book uses a hands-on case study-based approach to crack real-world applications to which machine learning concepts can be applied. These smarter machines will enable your business processes to achieve efficiencies on minimal time and resources.
2419,machine learning,Python: Step into the World of Machine Learning,"prateek joshi, Alexander T. Combs, Dan Van Boxel, Giancarlo Zaccone, Sebastian Raschka, Luis Pedro Coelho, Willi Richert",0,0,0,"Apply your existing Python skills to the highly lucrative field of data science and machine learning. Become an expert! Who This Book Is For This course is for Python programmers, developers, and data scientists looking to use machine learning algorithms and techniques to create real-world applications. Some familiarity with Python programming will certainly be helpful"
