,title,author,rating,rating_NUM,review_NUM,summary
833,"The Life, Death, and Resurrection of Harry Potter",John Killinger,3.13,16,3,"Examining all of the Harry Potter novels, John Killinger points out the consistent way in which author J. K. Rowling follows the story of Christ in the Gospels with Harry as a Christ-figure."
834,Bungle in the Jungle: Harry Potter’s Adventures,jbern,4.35,23,2,"Fandom: Harry Potter--------------------------------------------------If you read just one fiction tonight make it this one. Go inside the mind of Harry Potter as he deals with betrayals, secrets and wild adventures. Not your usual fanfic."
835,Harry Potter: Cinematic Guide: Hermione Granger,Scholastic Inc.,4.27,15,0,This Cinematic Guide is the essential companion for fans of the Harry Potter films! Relive all the magic of Hermione's world with this guidebook featuring your favourite scenes and quotes from all eight Harry Potter movies!
836,Harry Potter y el caliz de fuego (Harry Potter #4),J.K. Rowling,4.88,17,2,"Habra tres pruebas, espaciadas en el curso escolar, que mediran a los campeones en muchos aspectos diferentes: sus habilidades magicas, su osadia, sus dotes de deduccion y, por supuesto, su capacidad para sortear el peligro.El Torneo de los Tres Magos va a celebrarse en Hogwarts. Solo los alumnos mayores de diecisiete anos pueden participar en esta competicion, pero, aun"
837,J.K. Rowling (Author and Creator of Harry Potter and The Tales of Beedle the Bard),Sara McKenzie,3.62,21,0,"ABOUT THE BOOK In 1990, traveling on a train between London and Manchester, a 25-year-old British woman suddenly had an amazing idea for a novel. The shy young woman was too nervous to approach any of her fellow passengers for a piece of paper or pen, so she sat and gazed out the window of the train while she imagined the world she wanted to create. By the time she arrived"
838,ENTERTAINMENT WEEKLY The Ultimate Guide to the World of Harry Potter & Fantastic Beasts,The Editors of Entertainment Weekly,4.02,42,3,"From Sorcerers Stone toFantastic Beasts and Where to Find Them, J. K. Rowlings neverending world of enchantment has charmed a generation. Now, from the editors of Entertainment Weekly comes the spellbinding tale of how a beloved childrens book series became a blockbuster movie franchiseand more. This ultimate guide is stuffed with all the need-to-know details about"
839,Sains Harry Potter,Roger Nighfield,3.82,22,1, 
840,The Magic of Harry Potter and the Sorcerer's Stone: Deluxe Coloring Kit,Scholastic Inc.,5,3,0, 
841,Harry Potter and the Power of Time,RossWrock,2.8,5,4,"Fandom: Harry Potter--------------------------------------------------Now AU, 6th Year, following OoTP. Tired of the way Dumbledore and the Order treat him, and ready to face his destiny, Harry dedicates long hours to muggle and magical training to take the fight to Voldemort for a change. Slight HPGW, not shippy though."
842,"Broken Wand (Or, How J.K. Rowling Killed Harry Potter)",Timothy A. Wolf,3.5,6,1,"Broken Wand: Or How J.K. Rowling Killed Harry Potter is a detailed critique by Timothy A. Wolf of Harry Potter and the Deathly Hallows, the last book in Rowling's acclaimed series, and how he believes she disregarded everything she wrote in her previous novels. For Harry Potter fans, Broken Wand is must-have reading! Using the actual texts, the author finds issues with"
843,Harry Potter and the Deathy Hallows: Behind the Scenes,Christina St-Jean,4.8,5,0,"ABOUT THE BOOK When Harry Potter, Hermione Granger, Ron Weasley, and their friends first arrived at Hogwarts School of Witchcraft and Wizardry, the literary world was set ablaze. Readers young and old alike were captivated by this group of inquisitive, spunky and daring youth, and it didnt take long for the powers that be to decide to bring Harry Potter and Hogwarts to the"
844,"Harry Potter and the Prisoner of Azkaban: Activities to Teach Reading, Thinking, and Writing","Elizabeth Klar, Cheryl Klar-Trim, J.K. Rowling",4.3,10,1,"Activities to teach reading, thinking, and writing."
845,Harry Potter and the Sun Source,Clell65619,4.46,13,3, 
846,Witches and Wizards Character Handbook (LEGO Harry Potter),Samantha Swank,3.9,10,3, 
847,Harry Potter si Pocalul de Foc,J.K. Rowling,4.88,8,0, 
848,"MEMES: Ultimate NFL Football Memes & Joke Books 2017 - Memes Free, Memes Xl, Best jokes: Pikachu books, Harry Potter jokes, Grumpy Cat, Frozen Memes, Memes for Kids, Sport Memes, Memes and Funnies",Memes,4.43,14,0,"Football! Laugh at these hilarious football jokes and memes! Sit back with your dad or family and laugh at all these jokes! This books has jokes for kids 8 - 10, jokes for kids 10 - 12, and jokes for adults! THIS BOOK IS FREE FOR AMAZON KINDLE UNLIMITED USERS This also includes free Harry Potter Meme Books, Pokemon Meme Books, Retails jokes and more!"
849,"Memes: NEW Fresh Shapchat Fail Memes & Jokes 2017 : Memes Free, Facebook Fails, Harry Potter Memes, Funny Memes, Dank Memes, Meme Books",Memes,4.63,8,0,"THOUSANDS OF FRESH AN DANK MEMES FROM 2017 This book contains over 2000 of the funniest memes from the internet! This book also includes bonus free memes such as ultimate memes, Harry Potter memes, Facebook fails, and much more! Enjoy this hilarious meme book and joke book collection!"
850,"The Life, Death, and Resurrection of Harry Potter",John Killinger,3.13,16,3,"Examining all of the Harry Potter novels, John Killinger points out the consistent way in which author J. K. Rowling follows the story of Christ in the Gospels with Harry as a Christ-figure."
851,Bungle in the Jungle: Harry Potter’s Adventures,jbern,4.35,23,2,"Fandom: Harry Potter--------------------------------------------------If you read just one fiction tonight make it this one. Go inside the mind of Harry Potter as he deals with betrayals, secrets and wild adventures. Not your usual fanfic."
852,Harry Potter: Cinematic Guide: Hermione Granger,Scholastic Inc.,4.27,15,0,This Cinematic Guide is the essential companion for fans of the Harry Potter films! Relive all the magic of Hermione's world with this guidebook featuring your favourite scenes and quotes from all eight Harry Potter movies!
853,Harry Potter y el caliz de fuego (Harry Potter #4),J.K. Rowling,4.88,17,2,"Habra tres pruebas, espaciadas en el curso escolar, que mediran a los campeones en muchos aspectos diferentes: sus habilidades magicas, su osadia, sus dotes de deduccion y, por supuesto, su capacidad para sortear el peligro.El Torneo de los Tres Magos va a celebrarse en Hogwarts. Solo los alumnos mayores de diecisiete anos pueden participar en esta competicion, pero, aun"
854,magical quotes and words of wisdom from harry potter,Samuel Penny,4,2,1, 
855,Harry Potter and the Goblet of Fire by J. K. Rowling | Chapter Outlines,BookRags,4,6,0,Short descriptions of events that occur in each chapter. The Harry Potter and the Goblet of Fire Chapter Outlines highlight major plot events and detail the important relationships and characteristics of characters and objects. Great for a quick review of the plot!
856,Aus den Filmen zu Harry Potter: Der Honigtopf - Das Buch der magischen Dufte,"Nicole Hoffart, Eva-Regine Rauch",4.11,9,0,"Ob LAKRITZ-ZAUBERSTABE, ZISCHENDE WISSBIES, BERTIE BOTTS BOHNEN JEDER GESCHMACKSRICHTUNG oder SCHOKOFROSCHE die Harry Potter-Filme sind voller erstaunlicher Sussigkeiten. Mit diesem Buch konnen Fans zum ersten Mal die Dufte der zauberhaften Waren aus den Regalen des HONIGTOPFS geniessen. Einfach an den markierten Stellen rubbeln, riechen und in die kostlichsten"
857,Harry Potter Unofficial Facts Book: Part-2,Nevilke Longbotton,3.75,8,0,HARRY POTTER UNOFFICIAL FACTS E-BOOK
858,"Harry Potter and the Prisoner of Azkaban: Activities to Teach Reading, Thinking, and Writing","Elizabeth Klar, Cheryl Klar-Trim, J.K. Rowling",4.3,10,1,"Activities to teach reading, thinking, and writing."
859,Harry Potter And The Methods of Chaos,John V. Bean,2.67,6,2,"A sequel to Harry Potter and the Methods of Rationality. Harry James Potter-Evans-Verres owns a global corporation that is poised and ready for the Singularity, or so it seems, until a journalist appears wanting to question Harry's motivations."
860,Harry Potter and the Cursed Summer,Mountain907,4.25,4,0,"Fandom: Harry Potter--------------------------------------------------After being cruelly abandoned by the Dursley's, Harry meets Bill and joins him on a Cursebreaking Adventure."
861,Harry Potter Instrumental Solos (Movies 1-5): Clarinet [With CD],"Bill Galliford, Alfred A. Knopf Publishing Company, Ethan Neuburg, Tod Edmondson",4.38,8,0,Play-along with the best-known selections from the first five movies in the Harry Potter series Books include a play-along CD with a backing and performance track for each title. Titles include: Hedwig's Theme * Harry's Wondrous World * Nimbus 2000 * Fawkes The Phoenix * Double Trouble * A Window to the Past * Hogwarts' March * Hogwarts' Hymn * Professor Umbridge *
862,3000 Harry Potter Unofficial Spell and Potions books,Jhon Petty,1,1,0, 
863,"Trolls: From Scandinavia to Dam Dolls, Tolkien, and Harry Potter",Ronald M. James,4.57,7,1,"Trolls always get a bad rap. One lurks under a bridge, another harasses a gnome, and suddenly people label the entire species as trouble. Of course, that is because they are, indeed, trouble. The folklore about these Scandinavian supernatural beings is rich and varied, and there is plenty of opportunities to purse Celtic parallels. Comprehensively examined in a 1936"
864,ENTERTAINMENT WEEKLY The Ultimate Guide to the World of Harry Potter & Fantastic Beasts,The Editors of Entertainment Weekly,4.02,42,3,"From Sorcerers Stone toFantastic Beasts and Where to Find Them, J. K. Rowlings neverending world of enchantment has charmed a generation. Now, from the editors of Entertainment Weekly comes the spellbinding tale of how a beloved childrens book series became a blockbuster movie franchiseand more. This ultimate guide is stuffed with all the need-to-know details about"
865,From Alice to Harry Potter: Children's Fantasy in England,Colin Manlove,3.55,20,0,"'The longer I live, the more I am convinced of the importance of children's books.' When Robert Bloomfield wrote this in 1817 he could have had no idea of the range of children's books to come, nor of how in England fantasy would be their outstanding form. In this survey of 400 English children's fantasies from 1850 to 2000, taking in authors from the well-known Charles"
866,Harry Potter: L'avventura di crescere: psicologia dell'adolescenza e magia della fiaba,Rita Ricci,2.44,9,3,"Cosi come Harry Potter i giovanissimi si chiedono: ""chi sono?"", ""da dove sono venuto?"", ""qual e il mio posto nel mondo?"". Questo libro e una lettura in chiave psicologica di una coinvolgente fiaba moderna. Svela l'incanto esercitato dalle avventure del giovane mago su tanti lettori e da ai genitori un'occasione per condividere con i ragazzi le emozioni di una storia tanto"
867,"Harry Potter’s Cookbook: Magical Collection of Culinary Wonders Mouthwatering, Flavorful Dishes that Both Muggles and Magical Folk Alike Can Delight Over!",Anthony Boundy,3.33,3,1,"This book is filled with a collection of delightful recipes that are constantly enjoyed by the Magical folk attending Hogwarts. Now, instead of just watching your favorite magical folk dining on these mouthwatering dishes, you too can delight on the magical flavors! You can create this collection of Harry Potters culinary delights right in the comfort of your own home!"
868,Cinematic Guide: Hermione Granger (Harry Potter),Scholastic Inc.,4.18,11,0, 
869,"Memes: NEW Fresh Shapchat Fail Memes & Jokes 2017 : Memes Free, Facebook Fails, Harry Potter Memes, Funny Memes, Dank Memes, Meme Books",Memes,4.63,8,0,"THOUSANDS OF FRESH AN DANK MEMES FROM 2017 This book contains over 2000 of the funniest memes from the internet! This book also includes bonus free memes such as ultimate memes, Harry Potter memes, Facebook fails, and much more! Enjoy this hilarious meme book and joke book collection!"
870,An Unauthorized Harry Potter Companion,Acascias Riphouse,4.45,11,1,"This is a magical, unofficial companion to the ""Harry Potter"" series that will help you enjoy the adventures more thoroughly. Learn about the wizard lifestyle, get to know Hogwarts inside and out and discover everything you ever wanted to know about Animagi. Descriptions, definitions, maps, timelines and additional commentary will guide you every step of the way."
871,Almanaque de Harry Potter e Outros Bruxos,Ana Paula Corradini,2.84,45,0, 
872,Harry Potter and the Goblet of Fire by J. K. Rowling | Chapter Outlines,BookRags,4,6,0,Short descriptions of events that occur in each chapter. The Harry Potter and the Goblet of Fire Chapter Outlines highlight major plot events and detail the important relationships and characteristics of characters and objects. Great for a quick review of the plot!
873,Aus den Filmen zu Harry Potter: Der Honigtopf - Das Buch der magischen Dufte,"Nicole Hoffart, Eva-Regine Rauch",4.11,9,0,"Ob LAKRITZ-ZAUBERSTABE, ZISCHENDE WISSBIES, BERTIE BOTTS BOHNEN JEDER GESCHMACKSRICHTUNG oder SCHOKOFROSCHE die Harry Potter-Filme sind voller erstaunlicher Sussigkeiten. Mit diesem Buch konnen Fans zum ersten Mal die Dufte der zauberhaften Waren aus den Regalen des HONIGTOPFS geniessen. Einfach an den markierten Stellen rubbeln, riechen und in die kostlichsten"
874,Harry Potter Unofficial Facts Book: Part-2,Nevilke Longbotton,3.75,8,0,HARRY POTTER UNOFFICIAL FACTS E-BOOK
875,magical quotes and words of wisdom from harry potter,Samuel Penny,4,2,1, 
876,The Subversive Harry Potter: Adolescent Rebellion and Containment in the J.K. Rowling Novels,"Vandana Saxena, Vandana Shanker",3.94,16,4,The seven books in J.K. Rowling's Harry Potter series bring together a variety of aspects of young adult fiction and portray a youthful rebellion as well as cultural containment and an adolescent's negotiations through these conflicting forces. This detailed study of Harry Potter explores the limits of the formulaic structure of adolescent fantasy fiction and also examines
877,Guide to the Harry Potter Novels,Julia Eccleshare,3.46,26,2,"JK Rowling now is half-way through a series which has taken the world by storm. Unusually, she has attracted success both in terms of massive sales figures and critical acclaim. This study will look at her books and consider some of the reasons for their phenomenal success. This will be done against a background of how Harry Potter relates to other contemporary childrenÆs"
878,J.K. Rowling (Author and Creator of Harry Potter and The Tales of Beedle the Bard),Sara McKenzie,3.62,21,0,"ABOUT THE BOOK In 1990, traveling on a train between London and Manchester, a 25-year-old British woman suddenly had an amazing idea for a novel. The shy young woman was too nervous to approach any of her fellow passengers for a piece of paper or pen, so she sat and gazed out the window of the train while she imagined the world she wanted to create. By the time she arrived"
879,Harry Potter And The Methods of Chaos,John V. Bean,2.67,6,2,"A sequel to Harry Potter and the Methods of Rationality. Harry James Potter-Evans-Verres owns a global corporation that is poised and ready for the Singularity, or so it seems, until a journalist appears wanting to question Harry's motivations."
880,Harry Potter and the Cursed Summer,Mountain907,4.25,4,0,"Fandom: Harry Potter--------------------------------------------------After being cruelly abandoned by the Dursley's, Harry meets Bill and joins him on a Cursebreaking Adventure."
881,Harry Potter Instrumental Solos (Movies 1-5): Clarinet [With CD],"Bill Galliford, Alfred A. Knopf Publishing Company, Ethan Neuburg, Tod Edmondson",4.38,8,0,Play-along with the best-known selections from the first five movies in the Harry Potter series Books include a play-along CD with a backing and performance track for each title. Titles include: Hedwig's Theme * Harry's Wondrous World * Nimbus 2000 * Fawkes The Phoenix * Double Trouble * A Window to the Past * Hogwarts' March * Hogwarts' Hymn * Professor Umbridge *
882,3000 Harry Potter Unofficial Spell and Potions books,Jhon Petty,1,1,0, 
883,"Trolls: From Scandinavia to Dam Dolls, Tolkien, and Harry Potter",Ronald M. James,4.57,7,1,"Trolls always get a bad rap. One lurks under a bridge, another harasses a gnome, and suddenly people label the entire species as trouble. Of course, that is because they are, indeed, trouble. The folklore about these Scandinavian supernatural beings is rich and varied, and there is plenty of opportunities to purse Celtic parallels. Comprehensively examined in a 1936"
884,Harry Potter: L'avventura di crescere: psicologia dell'adolescenza e magia della fiaba,Rita Ricci,2.44,9,3,"Cosi come Harry Potter i giovanissimi si chiedono: ""chi sono?"", ""da dove sono venuto?"", ""qual e il mio posto nel mondo?"". Questo libro e una lettura in chiave psicologica di una coinvolgente fiaba moderna. Svela l'incanto esercitato dalle avventure del giovane mago su tanti lettori e da ai genitori un'occasione per condividere con i ragazzi le emozioni di una storia tanto"
885,"Harry Potter’s Cookbook: Magical Collection of Culinary Wonders Mouthwatering, Flavorful Dishes that Both Muggles and Magical Folk Alike Can Delight Over!",Anthony Boundy,3.33,3,1,"This book is filled with a collection of delightful recipes that are constantly enjoyed by the Magical folk attending Hogwarts. Now, instead of just watching your favorite magical folk dining on these mouthwatering dishes, you too can delight on the magical flavors! You can create this collection of Harry Potters culinary delights right in the comfort of your own home!"
886,Harry Potter True or False: An Unofficial Trivia Game and Fact Book for Kids,Anna West,3.5,2,0,"Hundreds of Harry Potter facts and trivia, presented in a true or false format. True or false? Voldemort died at the age of 42 True or false? JK Rowling is the first author to earn a billion dollars from their writing."
887,Harry Potter & The Chamber of Secrets: The Interactive Quiz Book (Harry Potter Series.),Julia Reed,4.5,18,0,What has upset Harry the most about his summer at the Dursley's?How do Harry and the Weasley family get to Diagon Alley to buy their school supplies?Why did Harry and Ron miss the Hogwarts Express back to school?Are YOU a Harry Potter and the Chamber of Secrets fan? Have you read the books over and over? Did you stay up all night to be at the midnight book sale or midnight
888,Aus den Filmen zu Harry Potter: Der Honigtopf - Das Buch der magischen Dufte,"Nicole Hoffart, Eva-Regine Rauch",4.11,9,0,"Ob LAKRITZ-ZAUBERSTABE, ZISCHENDE WISSBIES, BERTIE BOTTS BOHNEN JEDER GESCHMACKSRICHTUNG oder SCHOKOFROSCHE die Harry Potter-Filme sind voller erstaunlicher Sussigkeiten. Mit diesem Buch konnen Fans zum ersten Mal die Dufte der zauberhaften Waren aus den Regalen des HONIGTOPFS geniessen. Einfach an den markierten Stellen rubbeln, riechen und in die kostlichsten"
889,Harry Potter Unofficial Facts Book: Part-2,Nevilke Longbotton,3.75,8,0,HARRY POTTER UNOFFICIAL FACTS E-BOOK
890,Guide to the Harry Potter Novels,Julia Eccleshare,3.46,26,2,"JK Rowling now is half-way through a series which has taken the world by storm. Unusually, she has attracted success both in terms of massive sales figures and critical acclaim. This study will look at her books and consider some of the reasons for their phenomenal success. This will be done against a background of how Harry Potter relates to other contemporary childrenÆs"
891,Selections from Harry Potter and the Goblet of Fire: Big Note,Patrick Doyle,4.75,12,0,"Patrick Doyle's original score blends the magic and wonder of Harry Potter with classic musical forms including a waltz, a foxtrot, a beautiful hymn and more. Titles: Death of Cedric * Foxtrot Fleur * Harry in Winter * Hedwig's Theme * Hogwarts' Hymn * Hogwarts' March * Neville's Waltz * Potter Waltz * The Quidditch World Cup (The Irish)."
892,Harry Potter and the Chamber of Secrets Enchanted Images Glow-in-the-Dark Book,Unknown,4.43,7,1,"Lumos! Harry's wand glows when he whispers this magic word. Enchant this book by waving the wand-shaped torch over the pictures. Then turn off the lights, and see the ""classic"" pastel-style artwork glow in the dark."
893,Harry Potter And The Methods of Chaos,John V. Bean,2.67,6,2,"A sequel to Harry Potter and the Methods of Rationality. Harry James Potter-Evans-Verres owns a global corporation that is poised and ready for the Singularity, or so it seems, until a journalist appears wanting to question Harry's motivations."
894,Harry Potter and the Cursed Summer,Mountain907,4.25,4,0,"Fandom: Harry Potter--------------------------------------------------After being cruelly abandoned by the Dursley's, Harry meets Bill and joins him on a Cursebreaking Adventure."
895,Harry Potter Instrumental Solos (Movies 1-5): Clarinet [With CD],"Bill Galliford, Alfred A. Knopf Publishing Company, Ethan Neuburg, Tod Edmondson",4.38,8,0,Play-along with the best-known selections from the first five movies in the Harry Potter series Books include a play-along CD with a backing and performance track for each title. Titles include: Hedwig's Theme * Harry's Wondrous World * Nimbus 2000 * Fawkes The Phoenix * Double Trouble * A Window to the Past * Hogwarts' March * Hogwarts' Hymn * Professor Umbridge *
896,3000 Harry Potter Unofficial Spell and Potions books,Jhon Petty,1,1,0, 
897,"Trolls: From Scandinavia to Dam Dolls, Tolkien, and Harry Potter",Ronald M. James,4.57,7,1,"Trolls always get a bad rap. One lurks under a bridge, another harasses a gnome, and suddenly people label the entire species as trouble. Of course, that is because they are, indeed, trouble. The folklore about these Scandinavian supernatural beings is rich and varied, and there is plenty of opportunities to purse Celtic parallels. Comprehensively examined in a 1936"
898,Harry Potter: L'avventura di crescere: psicologia dell'adolescenza e magia della fiaba,Rita Ricci,2.44,9,3,"Cosi come Harry Potter i giovanissimi si chiedono: ""chi sono?"", ""da dove sono venuto?"", ""qual e il mio posto nel mondo?"". Questo libro e una lettura in chiave psicologica di una coinvolgente fiaba moderna. Svela l'incanto esercitato dalle avventure del giovane mago su tanti lettori e da ai genitori un'occasione per condividere con i ragazzi le emozioni di una storia tanto"
899,"Harry Potter’s Cookbook: Magical Collection of Culinary Wonders Mouthwatering, Flavorful Dishes that Both Muggles and Magical Folk Alike Can Delight Over!",Anthony Boundy,3.33,3,1,"This book is filled with a collection of delightful recipes that are constantly enjoyed by the Magical folk attending Hogwarts. Now, instead of just watching your favorite magical folk dining on these mouthwatering dishes, you too can delight on the magical flavors! You can create this collection of Harry Potters culinary delights right in the comfort of your own home!"
900,Harry Potter True or False: An Unofficial Trivia Game and Fact Book for Kids,Anna West,3.5,2,0,"Hundreds of Harry Potter facts and trivia, presented in a true or false format. True or false? Voldemort died at the age of 42 True or false? JK Rowling is the first author to earn a billion dollars from their writing."
901,Harry Potter: Harry Potter deadly Hallows Spell Book Notebook and a journal with ruled paper for the Wizard of the Hogwarts all over the world,Potter Press,4.86,7,0,"Are you a Harry Potter Heart Crazy Fan? Yes! Thought so! ThenIs this the perfect Potterhead in your life? Than this Magical Harry Potter Notebook Let your wizarding skills take charge and jot down all your magical adventures! This awesome notebook is the best choice, whether, for you, a birthday gift, Mothers day gift or a friend, this journal is the perfect present. Makes"
902,"The Unofficial Harry Potter Secret Quiz Book: Fun Facts, Questions and Answers",Lena Shaw,3.73,15,2,"Are you a Harry Potter nerd? Or maybe you have one in your family? Or maybe you are looking for a perfect gift for a Harry Potter fan? If this is the case, you really need to get this Harry Potter Secret Quiz Book! As a fan of Harry Potter for over a decade, and as a trivia night and quiz games lover, I always wanted to create a special book for all my fellows and"
903,Harry Potter Illustrated Paperback Starter Set: Amazon Exclusive,"J.K. Rowling, Jim Kay",5,3,0, 
904,Amazing Harry Potter Facts You Probably Don't Know,Fruitty Perlly,1.89,9,1, 
905,"Recent And Old Harry Potter Spells, Charms, Curses And There Meanings: Encyclopedia Guide To Spell Facts, Game, Harry Potter Quiz, Narration And Trivia For Wizard Training",SMITH JAMES CROWN,3,2,0, 
906,The Harry Potter Food Guide: 25 Harry Potter Inspired Recipes to keep the Magical World Alive,Ina Deen,4.25,8,1,"The Harry Potter book series may have ended, but that does not mean you have to let the memories and how they make you feel go. You can keep the magical world alive through the food. This is where this book comes in; it is filled with 25 recipes inspired by the amazing series. The recipes packed inside the pages of this book include snacks and desserts. They also include"
907,The Harry Potter Food Guide: 25 Harry Potter Inspired Recipes to keep the Magical World Alive,Ina Deen,4.25,8,1,"The Harry Potter book series may have ended, but that does not mean you have to let the memories and how they make you feel go. You can keep the magical world alive through the food. This is where this book comes in; it is filled with 25 recipes inspired by the amazing series. The recipes packed inside the pages of this book include snacks and desserts. They also include"
908,Where in the World is Harry Potter?,Nonjon,3.86,14,0,Fandom: Harry Potter--------------------------------------------------COMPLETE. PostOotP. Harry Potter fulfilled the prophecy and has since disappeared. Or has he? Tonks and Hermione are the lead Order members continuously hoping to track him down. The question is: can they keep up with him?
909,The Christian's Guide to Harry Potter,Leslie Barnhart,3.87,15,1,"This book is intended for both Harry Potter fans and those searching for the deeper Christian truths hidden within J. K. Rowling's Harry Potter series. It deals with the questions such as ""How do we justify the Magic within Harry Potter as Christians?"" and ""How can the alchemy within the series help Christians find deeper meanings to their own faith?"" Later chapters"
910,The Creatures of Harry Potter and the Sorcerer's Stone: Deluxe Coloring Kit,Scholastic Inc.,4.14,14,0,"With seven vibrantly colored Magic Markers, now you can help bring the wonder and magic of Harry Potter to colorful life!"
911,Harry Potter and the Chained Souls,Theowyn,4.55,22,2,"Fandom: Harry Potter--------------------------------------------------Harry must discover how Voldemort cheated death. He faces Death Eaters, shadowy Ministry officials & suspicions that threaten to tear his own allies apart. But the answers lie in the mind where victory can only be won by freeing the chained souls."
912,"The NEW (2015) Complete Guide to: LEGO Harry Potter Game Cheats AND Guide with Free Tips & Tricks, Strategy, Walkthrough, Secrets, Download the game, Codes, Gameplay and MORE!",Dreamville Books,3.88,8,0,"This guide will make you a better player, explaining everything you need to know about the game! This Guide includes: Game Cheats Guide with Tips & Tricks Strategy Walkthrough Secrets Codes Gameplay AND MORE! Look in the mirror and see the best player you know!! DOWNLOAD NOW! ON SALE FOR A LIMITED TIME! Disclaimer: This is not an official guide, and it is"
913,Harry Potter es az Ezernev<U+0171>,Juhasz Roland,4.67,9,0, 
914,Exposing Harry Potter and Witchcraft: The Menace Beneath the Magic,Steve Wohlberg,3,5,3,"""Previously published as Hour of the witch""--T.p. verso."
915,"Film Di Harry Potter: Harry Potter E I Doni Della Morte: Parte I, Harry Potter E Il Principe Mezzosangue, Harry Potter E L'Ordine Della Fenice",Source Wikipedia,5,7,0,"Fonte: Wikipedia. Pagine: 36. Capitoli: Harry Potter e i Doni della Morte: Parte I, Harry Potter e il principe mezzosangue, Harry Potter e l'Ordine della Fenice, Harry Potter e il calice di fuoco, Harry Potter e i Doni della Morte: Parte II, Harry Potter e il prigioniero di Azkaban, Harry Potter e la pietra filosofale, Harry Potter e la camera dei segreti. Estratto: Harry"
916,Muggle's Guide to Harry Potter and the Goblet of Fire (Wiki content for your Kindle),Adrignola,3.6,5,0,"Wish you could read your favorite wiki content conveniently on your Kindle device? Now you can with the ""Wiki content for your kindle"" series. Maybe you never read Harry Potter and the Goblet of Fire or are just looking for a good summary? This e-book provides a detailed summary of each chapter complete with chapter ending review questions. 90+ pages."
917,Harry Potter For Recorder (Recorder & Book),Alfred A. Knopf Publishing Company,4.09,11,0,"Book & High Quality Recorder. Contains 7 selections from the Harry Potter series. Hedwig's Theme, Hogwarts Forever!, Nimbus 2000, Harry's Wonderous World, Fawkes The Phoenix, Double Trouble & Hogwarts' March. Also includes 5 pages of Recorder Instruction: Parts of the Recorder. Paperback. 24 pages."
918,The Wand Chooses the Wizard (Harry Potter),"Christina Pulles, Karen Viola",4.14,14,0,"Wands at the ready! Whether youre a Hufflepuff or a Slytherin, from an old wizarding family or new to the wizarding world, your magical journey usually begins at Ollivanders wand shop. In this spellbinding hardcover book, Harry Potter film fans of all ages can explore Ollivanders and learn what makes a wand. Then take a wand for a spin as you discover the most magical"
919,The Magical Teachers of Harry Potter: Hogwarts Teaching Styles Unraveled,Danielle Dickie,4.4,5,1, 
920,"Articles on Harry Potter Fandom, Including: Tanya Grotter, Potter Puppet Pals, Parodies of Harry Potter, Harry, a History, Wizard People, Dear Reader, the Magical Worlds of Harry Potter, the Harry Potter Lexicon, Mugglenet",Hephaestus Books,5,2,0,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Hephaestus Books represents a new publishing paradigm, allowing disparate content sources to be curated into cohesive, relevant, and informative books. To date, this content has been curated from Wikipedia articles and images under Creative"
921,Harry Potter and the Aftermath,Ryan C.  Jenkins,0,0,0,"What happened next? Picking up where ""Deathly Hallows"" leaves off, the further adventures and problems of Harry and his friends are seen through the eyes of a young American Wizard. During May and June, 1998, Ryan Jenkins discovers Britain, meets the survivors, and learns the story of Voldemort. Then he must solve the mystery of the American Death Eaters, which results in"
922,Harry Potter Golden Snitch Sticker Kit,Running Press,3.91,11,1,"Celebrate Harry Potter with this collectible golden snitch and display stand inspired by the most magical sport in the world, Quidditch! Kit includes:Golden Snitch with detachable wingsWooden display standSticker book featuring 8 colorful stickers of images from the wizarding world"
923,Harry Potter and Politics,Reinhard Kuck,3.4,5,0,The Harry Potter novels are not only renowned for their huge number of fans worldwide. They found not only approval amongst adults but many critical voices have risen in a sharp tone against the internationally succesful tales from the wizard world. Especially on the internet but as well in printed magazines and newspapers we can read about alleged satanism in the books.
924,Harry Potter's World Wide Influence,Diana Patterson,3.71,7,0,"The Harry Potter series forms a single epic story that has been published in nearly 70 languages, and has been examined in a large number of disciplines. This collection of essays contributes to the scholarly discourse that forms Potter Studies. These essays take on the consideration of Rowling's work as being worthy of study as a phenomenon and influence, as well as a"
925,169 Magical Facts About Harry Potter: Only True Fans Should Know,Daniel Collins,3.85,13,0,"★☆★ 169 Magical Facts About Harry Potter ★☆★ ★☆★ Did you know that JK Rowling wish's she was a Hufflepuff ? ★☆★ ★☆★ That Dumledores favourite flavor of jam is raspberry ? ★☆★ In this e-book it is 169 important, funny, dark secrets and facts about whole series of Harry Potter. ★☆★ ★☆★ Scroll to the top of the page and select the BUY NOW button. ★☆★ ★☆★"
926,Harry Potter Spell Book: The Unofficial Book of Magic Spells,Sadler Mars,3.78,9,0,"More than 200 charms, hexes, jinxes, and other fun spells from the Harry Potter universe. A fantastic gift for someone who loves Harry Potter, and has a sense of humor. (Some jokes in this book may not be suitable for children under the age of 13. Parental discretion is advised.)"
927,TRUE OR FALSE? Harry Potter Quiz,Emma Svensson,4.89,9,0,"The QUIZ is the new series of ebooks crafted with a challenge and fun in mind for YOU, your FAMILY and FRIENDS. True or False? Harry Potter Quiz is something new. I created it to explore new ways of interaction with knowledge and fun. Come and explore with me the FUNtastic world of Harry, and be aware as you will find yourself second-guessing! Let the others know how many"
