거주지역별,성별,연령대별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
화성시,여자,30세미만,일반가구수,,,627,697,844,1103
화성시,여자,30~39세,일반가구수,,,3833,4464,5336,6757
화성시,여자,40~49세,일반가구수,,,5123,6117,7267,8665
화성시,여자,50~59세,일반가구수,,,4813,5555,6495,7951
화성시,여자,60~69세,일반가구수,,,3087,3493,4030,4884
화성시,여자,70~79세,일반가구수,,,2083,2301,2488,2762
화성시,여자,80세이상,일반가구수,,,874,1025,1147,1324
광주시,총계,총계,일반가구수,,,67914,74680,82541,87107
광주시,총계,30세미만,일반가구수,,,1040,1215,1401,1488
광주시,총계,30~39세,일반가구수,,,11017,12194,13716,13397
광주시,총계,40~49세,일반가구수,,,17710,19235,20767,21685
광주시,총계,50~59세,일반가구수,,,18663,20166,22041,23358
광주시,총계,60~69세,일반가구수,,,12274,13666,15369,17003
광주시,총계,70~79세,일반가구수,,,5806,6580,7384,8052
광주시,총계,80세이상,일반가구수,,,1404,1624,1863,2124
광주시,남자,총계,일반가구수,,,52649,57267,62687,65363
광주시,남자,30세미만,일반가구수,,,645,763,880,893
광주시,남자,30~39세,일반가구수,,,8844,9675,10788,10416
광주시,남자,40~49세,일반가구수,,,14132,15184,16227,16766
광주시,남자,50~59세,일반가구수,,,14414,15300,16539,17294
광주시,남자,60~69세,일반가구수,,,9371,10373,11587,12691
광주시,남자,70~79세,일반가구수,,,4332,4889,5415,5883
광주시,남자,80세이상,일반가구수,,,911,1083,1251,1420
광주시,여자,총계,일반가구수,,,15265,17413,19854,21744
광주시,여자,30세미만,일반가구수,,,395,452,521,595
광주시,여자,30~39세,일반가구수,,,2173,2519,2928,2981
광주시,여자,40~49세,일반가구수,,,3578,4051,4540,4919
광주시,여자,50~59세,일반가구수,,,4249,4866,5502,6064
광주시,여자,60~69세,일반가구수,,,2903,3293,3782,4312
광주시,여자,70~79세,일반가구수,,,1474,1691,1969,2169
광주시,여자,80세이상,일반가구수,,,493,541,612,704
양주시,총계,총계,일반가구수,,,38137,40534,42699,44388
양주시,총계,30세미만,일반가구수,,,495,517,602,683
양주시,총계,30~39세,일반가구수,,,4698,4727,5032,5058
양주시,총계,40~49세,일반가구수,,,10622,10914,10904,10943
양주시,총계,50~59세,일반가구수,,,10442,11068,11688,12117
양주시,총계,60~69세,일반가구수,,,6711,7436,8003,8674
양주시,총계,70~79세,일반가구수,,,4048,4572,4943,5166
양주시,총계,80세이상,일반가구수,,,1121,1300,1527,1747
양주시,남자,총계,일반가구수,,,29595,31181,32513,33531
양주시,남자,30세미만,일반가구수,,,317,329,389,418
양주시,남자,30~39세,일반가구수,,,3742,3728,3918,3943
양주시,남자,40~49세,일반가구수,,,8538,8694,8618,8595
양주시,남자,50~59세,일반가구수,,,8245,8659,9058,9265
양주시,남자,60~69세,일반가구수,,,5096,5599,5978,6500
양주시,남자,70~79세,일반가구수,,,2882,3264,3515,3648
양주시,남자,80세이상,일반가구수,,,775,908,1037,1162
양주시,여자,총계,일반가구수,,,8542,9353,10186,10857
양주시,여자,30세미만,일반가구수,,,178,188,213,265
양주시,여자,30~39세,일반가구수,,,956,999,1114,1115
양주시,여자,40~49세,일반가구수,,,2084,2220,2286,2348
양주시,여자,50~59세,일반가구수,,,2197,2409,2630,2852
양주시,여자,60~69세,일반가구수,,,1615,1837,2025,2174
양주시,여자,70~79세,일반가구수,,,1166,1308,1428,1518
양주시,여자,80세이상,일반가구수,,,346,392,490,585
포천시,총계,총계,일반가구수,,,29610,30347,31513,31674
포천시,총계,30세미만,일반가구수,,,435,453,497,458
포천시,총계,30~39세,일반가구수,,,2550,2497,2493,2307
포천시,총계,40~49세,일반가구수,,,6200,6039,5938,5522
포천시,총계,50~59세,일반가구수,,,9039,9143,9412,9380
포천시,총계,60~69세,일반가구수,,,6018,6485,7114,7683
포천시,총계,70~79세,일반가구수,,,4010,4207,4373,4463
포천시,총계,80세이상,일반가구수,,,1358,1523,1686,1861
포천시,남자,총계,일반가구수,,,22896,23330,23926,23845
포천시,남자,30세미만,일반가구수,,,306,307,332,303
포천시,남자,30~39세,일반가구수,,,2005,2007,2000,1818
포천시,남자,40~49세,일반가구수,,,4927,4787,4623,4250
포천시,남자,50~59세,일반가구수,,,7232,7243,7345,7279
포천시,남자,60~69세,일반가구수,,,4663,4993,5435,5859
포천시,남자,70~79세,일반가구수,,,2841,2972,3080,3132
포천시,남자,80세이상,일반가구수,,,922,1021,1111,1204
포천시,여자,총계,일반가구수,,,6714,7017,7587,7829
포천시,여자,30세미만,일반가구수,,,129,146,165,155
포천시,여자,30~39세,일반가구수,,,545,490,493,489
포천시,여자,40~49세,일반가구수,,,1273,1252,1315,1272
포천시,여자,50~59세,일반가구수,,,1807,1900,2067,2101
포천시,여자,60~69세,일반가구수,,,1355,1492,1679,1824
포천시,여자,70~79세,일반가구수,,,1169,1235,1293,1331
포천시,여자,80세이상,일반가구수,,,436,502,575,657
여주시,총계,총계,일반가구수,,,23715,25062,25648,26060
여주시,총계,30세미만,일반가구수,,,290,311,336,340
여주시,총계,30~39세,일반가구수,,,2578,2536,2427,2259
여주시,총계,40~49세,일반가구수,,,4796,4885,4823,4678
여주시,총계,50~59세,일반가구수,,,6399,6674,6744,6811
여주시,총계,60~69세,일반가구수,,,5118,5572,5975,6339
여주시,총계,70~79세,일반가구수,,,3412,3788,3869,3998
여주시,총계,80세이상,일반가구수,,,1122,1296,1474,1635
여주시,남자,총계,일반가구수,,,18450,19289,19523,19649
여주시,남자,30세미만,일반가구수,,,192,212,219,207
여주시,남자,30~39세,일반가구수,,,2033,1963,1881,1716
여주시,남자,40~49세,일반가구수,,,3794,3804,3714,3552
여주시,남자,50~59세,일반가구수,,,5081,5214,5205,5221
여주시,남자,60~69세,일반가구수,,,4092,4417,4675,4946
여주시,남자,70~79세,일반가구수,,,2524,2800,2856,2931
여주시,남자,80세이상,일반가구수,,,734,879,973,1076
여주시,여자,총계,일반가구수,,,5265,5773,6125,6411
여주시,여자,30세미만,일반가구수,,,98,99,117,133
여주시,여자,30~39세,일반가구수,,,545,573,546,543
여주시,여자,40~49세,일반가구수,,,1002,1081,1109,1126
여주시,여자,50~59세,일반가구수,,,1318,1460,1539,1590
여주시,여자,60~69세,일반가구수,,,1026,1155,1300,1393
여주시,여자,70~79세,일반가구수,,,888,988,1013,1067
여주시,여자,80세이상,일반가구수,,,388,417,501,559
연천군,총계,총계,일반가구수,,,9305,9414,9507,9440
연천군,총계,30세미만,일반가구수,,,138,140,157,146
연천군,총계,30~39세,일반가구수,,,600,578,562,533
연천군,총계,40~49세,일반가구수,,,1300,1233,1191,1097
연천군,총계,50~59세,일반가구수,,,2424,2328,2260,2201
연천군,총계,60~69세,일반가구수,,,2184,2343,2445,2565
연천군,총계,70~79세,일반가구수,,,1940,1987,1973,1921
연천군,총계,80세이상,일반가구수,,,719,805,919,977
연천군,남자,총계,일반가구수,,,7012,7058,7050,6971
연천군,남자,30세미만,일반가구수,,,109,116,118,106
연천군,남자,30~39세,일반가구수,,,452,450,435,422
연천군,남자,40~49세,일반가구수,,,1039,970,930,859
연천군,남자,50~59세,일반가구수,,,1936,1831,1758,1702
연천군,남자,60~69세,일반가구수,,,1664,1807,1869,1957
연천군,남자,70~79세,일반가구수,,,1344,1381,1363,1317
연천군,남자,80세이상,일반가구수,,,468,503,577,608
연천군,여자,총계,일반가구수,,,2293,2356,2457,2469
연천군,여자,30세미만,일반가구수,,,29,...,39,40
연천군,여자,30~39세,일반가구수,,,148,128,127,111
연천군,여자,40~49세,일반가구수,,,261,263,261,238
연천군,여자,50~59세,일반가구수,,,488,497,502,499
연천군,여자,60~69세,일반가구수,,,520,536,576,608
연천군,여자,70~79세,일반가구수,,,596,606,610,604
연천군,여자,80세이상,일반가구수,,,251,302,342,369
가평군,총계,총계,일반가구수,,,13387,13957,14445,14702
가평군,총계,30세미만,일반가구수,,,169,168,176,170
가평군,총계,30~39세,일반가구수,,,928,956,991,945
가평군,총계,40~49세,일반가구수,,,2167,2193,2155,2075
가평군,총계,50~59세,일반가구수,,,3708,3753,3778,3777
가평군,총계,60~69세,일반가구수,,,3243,3533,3789,4071
가평군,총계,70~79세,일반가구수,,,2329,2422,2556,2555
가평군,총계,80세이상,일반가구수,,,843,932,1000,1109
가평군,남자,총계,일반가구수,,,9878,10165,10480,10560
가평군,남자,30세미만,일반가구수,,,109,106,113,110
가평군,남자,30~39세,일반가구수,,,693,719,747,702
가평군,남자,40~49세,일반가구수,,,1663,1661,1607,1550
가평군,남자,50~59세,일반가구수,,,2778,2730,2763,2717
가평군,남자,60~69세,일반가구수,,,2450,2645,2825,2997
가평군,남자,70~79세,일반가구수,,,1653,1696,1786,1784
가평군,남자,80세이상,일반가구수,,,532,608,639,700
가평군,여자,총계,일반가구수,,,3509,3792,3965,4142
가평군,여자,30세미만,일반가구수,,,60,62,63,60
가평군,여자,30~39세,일반가구수,,,235,237,244,243
가평군,여자,40~49세,일반가구수,,,504,532,548,525
가평군,여자,50~59세,일반가구수,,,930,1023,1015,1060
가평군,여자,60~69세,일반가구수,,,793,888,964,1074
가평군,여자,70~79세,일반가구수,,,676,726,770,771
가평군,여자,80세이상,일반가구수,,,311,324,361,409
양평군,총계,총계,일반가구수,,,24980,26778,28105,29409
양평군,총계,30세미만,일반가구수,,,241,255,264,271
양평군,총계,30~39세,일반가구수,,,1701,1870,1909,1854
양평군,총계,40~49세,일반가구수,,,4380,4537,4615,4701
양평군,총계,50~59세,일반가구수,,,6641,6948,7072,7348
양평군,총계,60~69세,일반가구수,,,6293,6869,7476,8048
양평군,총계,70~79세,일반가구수,,,4288,4687,4988,5215
양평군,총계,80세이상,일반가구수,,,1436,1612,1781,1972
양평군,남자,총계,일반가구수,,,18638,19825,20637,21286
양평군,남자,30세미만,일반가구수,,,157,151,164,143
양평군,남자,30~39세,일반가구수,,,1255,1359,1388,1303
양평군,남자,40~49세,일반가구수,,,3414,3500,3508,3515
양평군,남자,50~59세,일반가구수,,,5009,5190,5213,5295
양평군,남자,60~69세,일반가구수,,,4729,5141,5574,5982
양평군,남자,70~79세,일반가구수,,,3152,3442,3643,3807
양평군,남자,80세이상,일반가구수,,,922,1042,1147,1241
양평군,여자,총계,일반가구수,,,6342,6953,7468,8123
양평군,여자,30세미만,일반가구수,,,84,104,100,128
양평군,여자,30~39세,일반가구수,,,446,511,521,551
양평군,여자,40~49세,일반가구수,,,966,1037,1107,1186
양평군,여자,50~59세,일반가구수,,,1632,1758,1859,2053
양평군,여자,60~69세,일반가구수,,,1564,1728,1902,2066
양평군,여자,70~79세,일반가구수,,,1136,1245,1345,1408
양평군,여자,80세이상,일반가구수,,,514,570,634,731
강원도,총계,총계,일반가구수,,334031,338824,345955,353035,363552
강원도,총계,30세미만,일반가구수,,6724,4540,4607,4770,4871
강원도,총계,30~39세,일반가구수,,32471,31830,31238,30820,31194
강원도,총계,40~49세,일반가구수,,70477,68859,68295,66647,66384
강원도,총계,50~59세,일반가구수,,91149,91652,91134,91905,93039
강원도,총계,60~69세,일반가구수,,66882,71825,76310,80937,86696
강원도,총계,70~79세,일반가구수,,51653,53282,55419,56599,57476
강원도,총계,80세이상,일반가구수,,14675,16836,18952,21357,23892
강원도,남자,총계,일반가구수,,250548,253955,257278,260322,265742
강원도,남자,30세미만,일반가구수,,4641,3030,3034,3067,3068
강원도,남자,30~39세,일반가구수,,24323,24445,23871,23488,23596
강원도,남자,40~49세,일반가구수,,55697,54005,53048,51254,50493
강원도,남자,50~59세,일반가구수,,71236,71427,70327,70231,70402
강원도,남자,60~69세,일반가구수,,50558,54319,57613,60972,64955
강원도,남자,70~79세,일반가구수,,35662,36814,38128,38681,39142
강원도,남자,80세이상,일반가구수,,8431,9915,11257,12629,14086
강원도,여자,총계,일반가구수,,83483,84869,88677,92713,97810
강원도,여자,30세미만,일반가구수,,2083,1510,1573,1703,1803
강원도,여자,30~39세,일반가구수,,8148,7385,7367,7332,7598
강원도,여자,40~49세,일반가구수,,14780,14854,15247,15393,15891
강원도,여자,50~59세,일반가구수,,19913,20225,20807,21674,22637
강원도,여자,60~69세,일반가구수,,16324,17506,18697,19965,21741
강원도,여자,70~79세,일반가구수,,15991,16468,17291,17918,18334
강원도,여자,80세이상,일반가구수,,6244,6921,7695,8728,9806
춘천시,총계,총계,일반가구수,,,60850,61650,62163,62972
춘천시,총계,30세미만,일반가구수,,,895,919,910,890
춘천시,총계,30~39세,일반가구수,,,7106,6942,6535,6099
춘천시,총계,40~49세,일반가구수,,,13995,13696,13341,13016
춘천시,총계,50~59세,일반가구수,,,16289,16242,16333,16482
춘천시,총계,60~69세,일반가구수,,,11432,12013,12758,13734
춘천시,총계,70~79세,일반가구수,,,8416,8759,8775,8771
춘천시,총계,80세이상,일반가구수,,,2717,3079,3511,3980
춘천시,남자,총계,일반가구수,,,45742,45662,45666,45877
춘천시,남자,30세미만,일반가구수,,,535,533,523,518
춘천시,남자,30~39세,일반가구수,,,5450,5288,4929,4579
춘천시,남자,40~49세,일반가구수,,,10859,10474,10093,9738
춘천시,남자,50~59세,일반가구수,,,12558,12299,12284,12302
춘천시,남자,60~69세,일반가구수,,,8713,9047,9580,10245
춘천시,남자,70~79세,일반가구수,,,5937,6126,6108,6068
춘천시,남자,80세이상,일반가구수,,,1690,1895,2149,2427
춘천시,여자,총계,일반가구수,,,15108,15988,16497,17095
춘천시,여자,30세미만,일반가구수,,,360,386,387,372
춘천시,여자,30~39세,일반가구수,,,1656,1654,1606,1520
춘천시,여자,40~49세,일반가구수,,,3136,3222,3248,3278
춘천시,여자,50~59세,일반가구수,,,3731,3943,4049,4180
춘천시,여자,60~69세,일반가구수,,,2719,2966,3178,3489
춘천시,여자,70~79세,일반가구수,,,2479,2633,2667,2703
춘천시,여자,80세이상,일반가구수,,,1027,1184,1362,1553
원주시,총계,총계,일반가구수,,,69127,71090,73820,78229
원주시,총계,30세미만,일반가구수,,,1013,1082,1176,1302
원주시,총계,30~39세,일반가구수,,,8645,8530,8778,9549
원주시,총계,40~49세,일반가구수,,,17617,17604,17457,17953
원주시,총계,50~59세,일반가구수,,,19881,20164,20816,21691
원주시,총계,60~69세,일반가구수,,,11751,12794,13986,15532
원주시,총계,70~79세,일반가구수,,,7696,8028,8311,8475
원주시,총계,80세이상,일반가구수,,,2524,2888,3296,3727
원주시,남자,총계,일반가구수,,,52094,53220,54779,57423
원주시,남자,30세미만,일반가구수,,,626,694,736,804
원주시,남자,30~39세,일반가구수,,,6664,6517,6685,7198
원주시,남자,40~49세,일반가구수,,,13704,13597,13368,13540
원주시,남자,50~59세,일반가구수,,,15316,15477,15803,16282
원주시,남자,60~69세,일반가구수,,,8914,9646,10476,11547
원주시,남자,70~79세,일반가구수,,,5377,5555,5735,5829
원주시,남자,80세이상,일반가구수,,,1493,1734,1976,2223
원주시,여자,총계,일반가구수,,,17033,17870,19041,20806
원주시,여자,30세미만,일반가구수,,,387,388,440,498
원주시,여자,30~39세,일반가구수,,,1981,2013,2093,2351
원주시,여자,40~49세,일반가구수,,,3913,4007,4089,4413
원주시,여자,50~59세,일반가구수,,,4565,4687,5013,5409
원주시,여자,60~69세,일반가구수,,,2837,3148,3510,3985
원주시,여자,70~79세,일반가구수,,,2319,2473,2576,2646
원주시,여자,80세이상,일반가구수,,,1031,1154,1320,1504
강릉시,총계,총계,일반가구수,,,47339,48445,48817,51236
강릉시,총계,30세미만,일반가구수,,,610,667,681,722
강릉시,총계,30~39세,일반가구수,,,3999,3978,3787,4128
강릉시,총계,40~49세,일반가구수,,,9712,9728,9237,9657
강릉시,총계,50~59세,일반가구수,,,12545,12409,12422,12645
강릉시,총계,60~69세,일반가구수,,,10421,11015,11430,12164
강릉시,총계,70~79세,일반가구수,,,7591,7915,8183,8501
강릉시,총계,80세이상,일반가구수,,,2461,2733,3077,3419
강릉시,남자,총계,일반가구수,,,35026,35546,35473,36944
강릉시,남자,30세미만,일반가구수,,,410,451,453,454
강릉시,남자,30~39세,일반가구수,,,3051,2976,2827,3036
강릉시,남자,40~49세,일반가구수,,,7547,7505,7053,7365
강릉시,남자,50~59세,일반가구수,,,9597,9335,9240,9356
강릉시,남자,60~69세,일반가구수,,,7757,8197,8473,8946
강릉시,남자,70~79세,일반가구수,,,5213,5439,5600,5743
강릉시,남자,80세이상,일반가구수,,,1451,1643,1827,2044
강릉시,여자,총계,일반가구수,,,12313,12899,13344,14292
강릉시,여자,30세미만,일반가구수,,,200,216,228,268
강릉시,여자,30~39세,일반가구수,,,948,1002,960,1092
강릉시,여자,40~49세,일반가구수,,,2165,2223,2184,2292
강릉시,여자,50~59세,일반가구수,,,2948,3074,3182,3289
강릉시,여자,60~69세,일반가구수,,,2664,2818,2957,3218
강릉시,여자,70~79세,일반가구수,,,2378,2476,2583,2758
강릉시,여자,80세이상,일반가구수,,,1010,1090,1250,1375
동해시,총계,총계,일반가구수,,,20411,20507,20701,21184
동해시,총계,30세미만,일반가구수,,,212,191,196,224
동해시,총계,30~39세,일반가구수,,,1829,1762,1676,1663
동해시,총계,40~49세,일반가구수,,,4282,4214,4098,4049
동해시,총계,50~59세,일반가구수,,,5395,5322,5341,5348
동해시,총계,60~69세,일반가구수,,,4643,4787,4836,5082
동해시,총계,70~79세,일반가구수,,,3146,3259,3431,3552
동해시,총계,80세이상,일반가구수,,,904,972,1123,1266
동해시,남자,총계,일반가구수,,,15543,15551,15516,15718
동해시,남자,30세미만,일반가구수,,,145,127,122,137
동해시,남자,30~39세,일반가구수,,,1460,1399,1323,1318
동해시,남자,40~49세,일반가구수,,,3440,3378,3245,3194
동해시,남자,50~59세,일반가구수,,,4288,4189,4175,4162
동해시,남자,60~69세,일반가구수,,,3534,3652,3631,3763
동해시,남자,70~79세,일반가구수,,,2156,2239,2357,2400
동해시,남자,80세이상,일반가구수,,,520,567,663,744
동해시,여자,총계,일반가구수,,,4868,4956,5185,5466
동해시,여자,30세미만,일반가구수,,,67,64,74,87
동해시,여자,30~39세,일반가구수,,,369,363,353,345
동해시,여자,40~49세,일반가구수,,,842,836,853,855
동해시,여자,50~59세,일반가구수,,,1107,1133,1166,1186
동해시,여자,60~69세,일반가구수,,,1109,1135,1205,1319
동해시,여자,70~79세,일반가구수,,,990,1020,1074,1152
동해시,여자,80세이상,일반가구수,,,384,405,460,522
태백시,총계,총계,일반가구수,,,11220,11224,11219,11337
태백시,총계,30세미만,일반가구수,,,111,115,119,127
태백시,총계,30~39세,일반가구수,,,1242,1144,1013,962
태백시,총계,40~49세,일반가구수,,,2240,2247,2207,2185
태백시,총계,50~59세,일반가구수,,,2736,2575,2582,2515
태백시,총계,60~69세,일반가구수,,,2668,2747,2776,2876
태백시,총계,70~79세,일반가구수,,,1822,1926,1993,2039
태백시,총계,80세이상,일반가구수,,,401,470,529,633
태백시,남자,총계,일반가구수,,,8320,8261,8155,8186
태백시,남자,30세미만,일반가구수,,,67,75,75,83
태백시,남자,30~39세,일반가구수,,,957,865,748,701
태백시,남자,40~49세,일반가구수,,,1828,1823,1761,1722
태백시,남자,50~59세,일반가구수,,,2158,2045,2058,1987
태백시,남자,60~69세,일반가구수,,,1925,2000,2000,2070
태백시,남자,70~79세,일반가구수,,,1168,1202,1234,1282
태백시,남자,80세이상,일반가구수,,,217,251,279,341
태백시,여자,총계,일반가구수,,,2900,2963,3064,3151
태백시,여자,30세미만,일반가구수,,,44,40,44,44
태백시,여자,30~39세,일반가구수,,,285,279,265,261
태백시,여자,40~49세,일반가구수,,,412,424,446,463
태백시,여자,50~59세,일반가구수,,,578,530,524,528
태백시,여자,60~69세,일반가구수,,,743,747,776,806
태백시,여자,70~79세,일반가구수,,,654,724,759,757
태백시,여자,80세이상,일반가구수,,,184,219,250,292
속초시,총계,총계,일반가구수,,,18649,18664,19043,19688
속초시,총계,30세미만,일반가구수,,,249,239,235,238
속초시,총계,30~39세,일반가구수,,,1890,1793,1747,1820
속초시,총계,40~49세,일반가구수,,,4074,3953,3856,3868
속초시,총계,50~59세,일반가구수,,,5162,5116,5150,5265
속초시,총계,60~69세,일반가구수,,,3820,3897,4182,4463
속초시,총계,70~79세,일반가구수,,,2590,2734,2826,2898
속초시,총계,80세이상,일반가구수,,,864,932,1047,1136
속초시,남자,총계,일반가구수,,,13154,13068,13179,13531
속초시,남자,30세미만,일반가구수,,,170,163,148,154
속초시,남자,30~39세,일반가구수,,,1395,1326,1320,1367
속초시,남자,40~49세,일반가구수,,,3014,2880,2788,2766
속초시,남자,50~59세,일반가구수,,,3833,3738,3691,3716
속초시,남자,60~69세,일반가구수,,,2664,2748,2933,3109
속초시,남자,70~79세,일반가구수,,,1616,1696,1737,1819
속초시,남자,80세이상,일반가구수,,,462,517,562,600
속초시,여자,총계,일반가구수,,,5495,5596,5864,6157
속초시,여자,30세미만,일반가구수,,,79,76,87,84
속초시,여자,30~39세,일반가구수,,,495,467,427,453
속초시,여자,40~49세,일반가구수,,,1060,1073,1068,1102
속초시,여자,50~59세,일반가구수,,,1329,1378,1459,1549
속초시,여자,60~69세,일반가구수,,,1156,1149,1249,1354
속초시,여자,70~79세,일반가구수,,,974,1038,1089,1079
속초시,여자,80세이상,일반가구수,,,402,415,485,536
삼척시,총계,총계,일반가구수,,,15819,15725,16474,16548
삼척시,총계,30세미만,일반가구수,,,199,192,219,219
삼척시,총계,30~39세,일반가구수,,,1111,1008,1244,1169
삼척시,총계,40~49세,일반가구수,,,2641,2574,2662,2516
삼척시,총계,50~59세,일반가구수,,,4065,3903,3953,3894
삼척시,총계,60~69세,일반가구수,,,3745,3891,4038,4214
삼척시,총계,70~79세,일반가구수,,,2950,2976,3078,3133
삼척시,총계,80세이상,일반가구수,,,1108,1181,1280,1403
삼척시,남자,총계,일반가구수,,,11759,11640,12141,12093
삼척시,남자,30세미만,일반가구수,,,138,124,149,152
삼척시,남자,30~39세,일반가구수,,,851,778,987,906
삼척시,남자,40~49세,일반가구수,,,2182,2107,2146,2003
삼척시,남자,50~59세,일반가구수,,,3232,3085,3097,3048
삼척시,남자,60~69세,일반가구수,,,2862,2961,3067,3164
삼척시,남자,70~79세,일반가구수,,,1903,1961,2009,2061
삼척시,남자,80세이상,일반가구수,,,591,624,686,759
삼척시,여자,총계,일반가구수,,,4060,4085,4333,4455
삼척시,여자,30세미만,일반가구수,,,61,68,70,67
삼척시,여자,30~39세,일반가구수,,,260,230,257,263
삼척시,여자,40~49세,일반가구수,,,459,467,516,513
삼척시,여자,50~59세,일반가구수,,,833,818,856,846
삼척시,여자,60~69세,일반가구수,,,883,930,971,1050
삼척시,여자,70~79세,일반가구수,,,1047,1015,1069,1072
삼척시,여자,80세이상,일반가구수,,,517,557,594,644
홍천군,총계,총계,일반가구수,,,16792,17670,18062,18270
홍천군,총계,30세미만,일반가구수,,,184,186,178,161
홍천군,총계,30~39세,일반가구수,,,1105,1162,1125,1074
홍천군,총계,40~49세,일반가구수,,,2519,2593,2508,2342
홍천군,총계,50~59세,일반가구수,,,4735,4691,4671,4589
홍천군,총계,60~69세,일반가구수,,,4229,4686,5036,5393
홍천군,총계,70~79세,일반가구수,,,3029,3195,3234,3272
홍천군,총계,80세이상,일반가구수,,,991,1157,1310,1439
홍천군,남자,총계,일반가구수,,,12888,13476,13640,13674
홍천군,남자,30세미만,일반가구수,,,135,134,120,114
홍천군,남자,30~39세,일반가구수,,,873,930,906,844
홍천군,남자,40~49세,일반가구수,,,2015,2059,1968,1828
홍천군,남자,50~59세,일반가구수,,,3778,3720,3644,3549
홍천군,남자,60~69세,일반가구수,,,3295,3645,3922,4165
홍천군,남자,70~79세,일반가구수,,,2181,2291,2291,2312
홍천군,남자,80세이상,일반가구수,,,611,697,789,862
홍천군,여자,총계,일반가구수,,,3904,4194,4422,4596
홍천군,여자,30세미만,일반가구수,,,49,52,58,47
홍천군,여자,30~39세,일반가구수,,,232,232,219,230
홍천군,여자,40~49세,일반가구수,,,504,534,540,514
홍천군,여자,50~59세,일반가구수,,,957,971,1027,1040
홍천군,여자,60~69세,일반가구수,,,934,1041,1114,1228
홍천군,여자,70~79세,일반가구수,,,848,904,943,960
홍천군,여자,80세이상,일반가구수,,,380,460,521,577
횡성군,총계,총계,일반가구수,,,10491,11127,11674,12020
횡성군,총계,30세미만,일반가구수,,,92,97,111,98
횡성군,총계,30~39세,일반가구수,,,514,474,537,503
횡성군,총계,40~49세,일반가구수,,,1387,1374,1357,1279
횡성군,총계,50~59세,일반가구수,,,2934,2946,2980,3019
횡성군,총계,60~69세,일반가구수,,,2736,3063,3412,3706
횡성군,총계,70~79세,일반가구수,,,2144,2335,2322,2376
횡성군,총계,80세이상,일반가구수,,,684,838,955,1039
횡성군,남자,총계,일반가구수,,,8108,8562,8917,9084
횡성군,남자,30세미만,일반가구수,,,58,60,73,66
횡성군,남자,30~39세,일반가구수,,,403,355,400,371
횡성군,남자,40~49세,일반가구수,,,1093,1081,1044,963
횡성군,남자,50~59세,일반가구수,,,2341,2350,2371,2330
횡성군,남자,60~69세,일반가구수,,,2167,2431,2689,2906
횡성군,남자,70~79세,일반가구수,,,1616,1761,1735,1791
횡성군,남자,80세이상,일반가구수,,,430,524,605,657
횡성군,여자,총계,일반가구수,,,2383,2565,2757,2936
횡성군,여자,30세미만,일반가구수,,,34,37,38,32
횡성군,여자,30~39세,일반가구수,,,111,119,137,132
횡성군,여자,40~49세,일반가구수,,,294,293,313,316
횡성군,여자,50~59세,일반가구수,,,593,596,609,689
횡성군,여자,60~69세,일반가구수,,,569,632,723,800
횡성군,여자,70~79세,일반가구수,,,528,574,587,585
횡성군,여자,80세이상,일반가구수,,,254,314,350,382
영월군,총계,총계,일반가구수,,,9966,10251,10501,10541
영월군,총계,30세미만,일반가구수,,,92,91,103,97
영월군,총계,30~39세,일반가구수,,,552,561,574,528
영월군,총계,40~49세,일반가구수,,,1590,1567,1502,1408
영월군,총계,50~59세,일반가구수,,,2676,2675,2634,2605
영월군,총계,60~69세,일반가구수,,,2501,2677,2869,2998
영월군,총계,70~79세,일반가구수,,,1951,2008,2059,2051
영월군,총계,80세이상,일반가구수,,,604,672,760,854
영월군,남자,총계,일반가구수,,,7444,7597,7717,7686
영월군,남자,30세미만,일반가구수,,,57,63,64,59
영월군,남자,30~39세,일반가구수,,,404,403,404,381
영월군,남자,40~49세,일반가구수,,,1231,1208,1143,1051
영월군,남자,50~59세,일반가구수,,,2111,2090,2035,1979
영월군,남자,60~69세,일반가구수,,,1934,2054,2210,2314
영월군,남자,70~79세,일반가구수,,,1358,1374,1406,1394
영월군,남자,80세이상,일반가구수,,,349,405,455,508
영월군,여자,총계,일반가구수,,,2522,2654,2784,2855
영월군,여자,30세미만,일반가구수,,,35,28,39,38
영월군,여자,30~39세,일반가구수,,,148,158,170,147
영월군,여자,40~49세,일반가구수,,,359,359,359,357
영월군,여자,50~59세,일반가구수,,,565,585,599,626
영월군,여자,60~69세,일반가구수,,,567,623,659,684
영월군,여자,70~79세,일반가구수,,,593,634,653,657
영월군,여자,80세이상,일반가구수,,,255,267,305,346
평창군,총계,총계,일반가구수,,,10375,10577,10860,11198
평창군,총계,30세미만,일반가구수,,,79,78,87,100
평창군,총계,30~39세,일반가구수,,,641,630,610,584
평창군,총계,40~49세,일반가구수,,,1620,1590,1541,1476
평창군,총계,50~59세,일반가구수,,,2824,2744,2742,2767
평창군,총계,60~69세,일반가구수,,,2681,2841,3053,3318
평창군,총계,70~79세,일반가구수,,,1991,2089,2119,2163
평창군,총계,80세이상,일반가구수,,,539,605,708,790
평창군,남자,총계,일반가구수,,,7751,7863,7996,8200
평창군,남자,30세미만,일반가구수,,,45,49,54,54
평창군,남자,30~39세,일반가구수,,,464,461,445,435
평창군,남자,40~49세,일반가구수,,,1274,1232,1187,1133
